epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,24.5097,0.89502,0.85436,0.9848,0.00113,0.33333,0.00075,0.0005,1.40983,295.41,1.45838,0.00195775,0.00195775,0.00195775
30,25.2415,1.07339,1.43617,1.20142,0.00113,0.33333,0.00075,0.0005,1.40983,295.41,1.45838,0.0019547,0.0019547,0.0019547
31,25.9267,0.90797,0.81136,0.9771,0.00376,0.58333,0.00274,0.00207,1.072,198.843,1.14124,0.00195155,0.00195155,0.00195155
32,26.6604,0.87984,0.99032,1.10096,0.00376,0.58333,0.00274,0.00207,1.072,198.843,1.14124,0.00194829,0.00194829,0.00194829
33,27.4041,0.94241,0.89694,1.05695,0.00969,0.83333,0.01282,0.01006,0.99116,104.717,1.11773,0.00194493,0.00194493,0.00194493
34,28.1932,0.96191,0.87904,1.03013,0.00969,0.83333,0.01282,0.01006,0.99116,104.717,1.11773,0.00194147,0.00194147,0.00194147
35,28.9716,0.9395,0.93258,1.07705,0.02489,0.75,0.03165,0.02387,1.02524,44.1783,1.1501,0.00193791,0.00193791,0.00193791
36,30.0166,0.92155,0.80452,1.06802,0.02489,0.75,0.03165,0.02387,1.02524,44.1783,1.1501,0.00193424,0.00193424,0.00193424
37,30.8089,0.86357,0.69193,1.03806,0.0228,0.83333,0.10538,0.08008,0.97224,52.2315,1.13424,0.00193048,0.00193048,0.00193048
38,31.4448,0.84426,0.74895,1.08175,0.0228,0.83333,0.10538,0.08008,0.97224,52.2315,1.13424,0.00192661,0.00192661,0.00192661
39,32.1434,0.79155,0.60947,0.99363,0.01129,0.91667,0.01278,0.00906,1.02305,69.9732,1.13898,0.00192264,0.00192264,0.00192264
40,32.7505,0.80229,0.6542,0.99851,0.01129,0.91667,0.01278,0.00906,1.02305,69.9732,1.13898,0.00191858,0.00191858,0.00191858
41,33.4061,0.77009,0.64392,1.02609,0.00613,0.91667,0.00648,0.00482,0.93319,94.5754,1.10026,0.00191441,0.00191441,0.00191441
42,34.0322,0.88421,0.73011,1.05612,0.00613,0.91667,0.00648,0.00482,0.93319,94.5754,1.10026,0.00191014,0.00191014,0.00191014
43,34.6843,0.84565,0.6515,1.00083,0.0203,0.55439,0.02371,0.01959,0.94935,38.6225,1.06759,0.00190578,0.00190578,0.00190578
44,35.3359,0.80641,0.78086,1.00577,0.0203,0.55439,0.02371,0.01959,0.94935,38.6225,1.06759,0.00190132,0.00190132,0.00190132
45,36.0424,0.75213,0.61344,0.98482,0.0088,0.5,0.0077,0.00558,1.08493,38.1818,1.19205,0.00189675,0.00189675,0.00189675
46,36.749,0.79375,0.73915,1.02384,0.0088,0.5,0.0077,0.00558,1.08493,38.1818,1.19205,0.0018921,0.0018921,0.0018921
47,37.5513,0.78701,0.74284,1.07285,0.28488,0.33333,0.19735,0.15613,1.08762,11.8051,1.1695,0.00188734,0.00188734,0.00188734
48,38.4712,0.80484,0.67855,1.00409,0.28488,0.33333,0.19735,0.15613,1.08762,11.8051,1.1695,0.00188249,0.00188249,0.00188249
49,39.2113,0.74008,0.53008,0.97229,0.62967,0.75,0.69406,0.53598,0.95032,9.91827,1.05799,0.00187754,0.00187754,0.00187754
50,40.0337,0.79127,0.70841,1.06781,0.62967,0.75,0.69406,0.53598,0.95032,9.91827,1.05799,0.0018725,0.0018725,0.0018725
51,41.0137,0.79073,0.7577,1.04073,0.19816,0.58333,0.57689,0.42583,0.91397,13.2508,1.03499,0.00186737,0.00186737,0.00186737
52,41.8058,0.84061,0.65646,1.01966,0.19816,0.58333,0.57689,0.42583,0.91397,13.2508,1.03499,0.00186213,0.00186213,0.00186213
53,42.5943,0.83054,0.63037,1.1323,0.03829,0.58333,0.04709,0.03897,0.7852,16.3202,0.95035,0.00185681,0.00185681,0.00185681
54,43.348,0.87733,0.72134,1.08417,0.03829,0.58333,0.04709,0.03897,0.7852,16.3202,0.95035,0.00185139,0.00185139,0.00185139
55,44.2037,0.80024,0.6609,1.01045,0.26719,0.58333,0.32031,0.24225,0.82552,6.21772,0.94329,0.00184588,0.00184588,0.00184588
56,44.947,0.80979,0.63178,1.01648,0.26719,0.58333,0.32031,0.24225,0.82552,6.21772,0.94329,0.00184028,0.00184028,0.00184028
57,46.0101,0.76069,0.56034,0.98594,0.71378,0.91667,0.91978,0.76897,0.69939,2.03731,0.91115,0.00183459,0.00183459,0.00183459
58,46.8479,0.73506,0.53788,0.94668,0.71378,0.91667,0.91978,0.76897,0.69939,2.03731,0.91115,0.00182881,0.00182881,0.00182881
59,47.6587,0.74691,0.64732,0.97787,0.95017,1,0.995,0.88784,0.65522,1.01002,0.90068,0.00182294,0.00182294,0.00182294
60,48.6176,0.78456,0.65026,1.00916,0.95017,1,0.995,0.88784,0.65522,1.01002,0.90068,0.00181698,0.00181698,0.00181698
61,49.4367,0.73661,0.48672,0.90766,0.96743,1,0.995,0.80715,0.76796,0.93358,0.94883,0.00181093,0.00181093,0.00181093
62,50.2731,0.87225,0.69472,1.12469,0.96743,1,0.995,0.80715,0.76796,0.93358,0.94883,0.00180479,0.00180479,0.00180479
63,51.1048,0.82549,0.65871,1.07736,0.9922,1,0.995,0.75851,0.783,0.7554,0.97157,0.00179856,0.00179856,0.00179856
64,51.8604,0.76179,0.63333,1.01711,0.9922,1,0.995,0.75851,0.783,0.7554,0.97157,0.00179225,0.00179225,0.00179225
65,52.7457,0.79392,0.61758,0.99065,1,0.99061,0.995,0.76993,0.75694,0.69611,0.97329,0.00178586,0.00178586,0.00178586
66,53.531,0.70696,0.60324,0.97144,1,0.99061,0.995,0.76993,0.75694,0.69611,0.97329,0.00177937,0.00177937,0.00177937
67,54.4084,0.80022,0.61232,0.98604,0.98898,0.91667,0.975,0.77562,0.72783,0.80947,0.95361,0.00177281,0.00177281,0.00177281
68,55.1397,0.74206,0.5296,0.95612,0.98898,0.91667,0.975,0.77562,0.72783,0.80947,0.95361,0.00176616,0.00176616,0.00176616
69,55.8853,0.82955,0.64778,1.02539,0.97636,0.83333,0.89863,0.70305,0.78039,1.33552,0.98656,0.00175943,0.00175943,0.00175943
70,56.6403,0.80212,0.66761,0.96378,0.97636,0.83333,0.89863,0.70305,0.78039,1.33552,0.98656,0.00175261,0.00175261,0.00175261
71,57.4866,0.79862,0.53922,0.99243,1,0.71782,0.83429,0.55985,0.80577,1.76111,0.98313,0.00174571,0.00174571,0.00174571
72,58.3378,0.70734,0.54699,0.98723,1,0.71782,0.83429,0.55985,0.80577,1.76111,0.98313,0.00173874,0.00173874,0.00173874
73,59.087,0.92749,0.60958,1.0221,0.97087,0.58333,0.83104,0.58326,0.79315,1.5059,0.95638,0.00173168,0.00173168,0.00173168
74,59.8252,0.6958,0.58056,0.95892,0.97087,0.58333,0.83104,0.58326,0.79315,1.5059,0.95638,0.00172454,0.00172454,0.00172454
75,60.5737,0.81016,0.63993,1.03997,0.90921,0.91667,0.94526,0.73525,0.69652,1.14743,0.93301,0.00171733,0.00171733,0.00171733
76,61.3451,0.76126,0.57985,1.03709,0.90921,0.91667,0.94526,0.73525,0.69652,1.14743,0.93301,0.00171004,0.00171004,0.00171004
77,62.1204,0.7417,0.49295,0.93802,0.98916,0.91667,0.96071,0.82046,0.66587,0.91108,0.92363,0.00170267,0.00170267,0.00170267
78,62.9308,0.80828,0.59019,1.02459,0.98916,0.91667,0.96071,0.82046,0.66587,0.91108,0.92363,0.00169522,0.00169522,0.00169522
79,63.797,0.73512,0.62057,1.01426,0.91498,0.91667,0.97147,0.84388,0.65583,0.68577,0.8888,0.0016877,0.0016877,0.0016877
80,64.6062,0.72652,0.61496,0.9842,0.91498,0.91667,0.97147,0.84388,0.65583,0.68577,0.8888,0.00168011,0.00168011,0.00168011
81,65.4171,0.7272,0.5635,0.94936,0.98679,1,0.995,0.8505,0.66365,0.55391,0.88851,0.00167244,0.00167244,0.00167244
82,66.2972,0.7006,0.59155,0.96429,0.98679,1,0.995,0.8505,0.66365,0.55391,0.88851,0.0016647,0.0016647,0.0016647
83,67.0807,0.73075,0.56343,0.97691,0.98035,1,0.995,0.86252,0.64046,0.47384,0.87252,0.00165689,0.00165689,0.00165689
84,67.8795,0.83466,0.65004,1.05576,0.98035,1,0.995,0.86252,0.64046,0.47384,0.87252,0.001649,0.001649,0.001649
85,68.686,0.64047,0.48001,0.91745,0.98546,1,0.995,0.882,0.63963,0.51186,0.88263,0.00164105,0.00164105,0.00164105
86,69.5307,0.71645,0.50816,1.0057,0.98546,1,0.995,0.882,0.63963,0.51186,0.88263,0.00163303,0.00163303,0.00163303
87,70.3317,0.61963,0.47317,0.95676,0.98262,1,0.995,0.85771,0.65973,0.56906,0.91765,0.00162494,0.00162494,0.00162494
88,71.1448,0.76015,0.58288,1.00949,0.98262,1,0.995,0.85771,0.65973,0.56906,0.91765,0.00161678,0.00161678,0.00161678
89,71.9815,0.68137,0.47771,0.92552,0.91701,1,0.98885,0.84501,0.68147,0.67785,0.92379,0.00160855,0.00160855,0.00160855
90,72.8292,0.7356,0.53345,1.07089,0.91701,1,0.98885,0.84501,0.68147,0.67785,0.92379,0.00160026,0.00160026,0.00160026
91,73.6429,0.71734,0.51712,0.95509,0.91857,1,0.98885,0.84428,0.66987,0.54139,0.91252,0.00159191,0.00159191,0.00159191
92,74.4723,0.68234,0.49484,0.96097,0.91857,1,0.98885,0.84428,0.66987,0.54139,0.91252,0.00158349,0.00158349,0.00158349
93,75.278,0.79375,0.56448,1.14647,1,0.98584,0.995,0.86389,0.6051,0.5066,0.87447,0.00157501,0.00157501,0.00157501
94,76.0247,0.68459,0.51119,0.94064,1,0.98584,0.995,0.86389,0.6051,0.5066,0.87447,0.00156646,0.00156646,0.00156646
95,76.8047,0.64063,0.47839,0.93517,0.97739,1,0.995,0.8897,0.60777,0.48653,0.87936,0.00155786,0.00155786,0.00155786
96,77.652,0.62004,0.44408,0.8902,0.97739,1,0.995,0.8897,0.60777,0.48653,0.87936,0.00154919,0.00154919,0.00154919
97,78.4926,0.63701,0.50404,0.94637,0.97304,1,0.995,0.86668,0.60702,0.49996,0.88123,0.00154047,0.00154047,0.00154047
98,79.4199,0.68191,0.42389,0.88793,0.97304,1,0.995,0.86668,0.60702,0.49996,0.88123,0.00153169,0.00153169,0.00153169
99,80.1689,0.58962,0.39522,0.85466,0.98814,1,0.995,0.82702,0.63811,0.49513,0.88568,0.00152285,0.00152285,0.00152285
100,80.9039,0.70961,0.4987,0.91087,0.98814,1,0.995,0.82702,0.63811,0.49513,0.88568,0.00151395,0.00151395,0.00151395
101,81.7046,0.70209,0.47035,0.95748,0.98643,1,0.995,0.83771,0.65786,0.49611,0.89669,0.001505,0.001505,0.001505
102,82.5191,0.58713,0.46974,0.94144,0.98643,1,0.995,0.83771,0.65786,0.49611,0.89669,0.00149599,0.00149599,0.00149599
103,83.3223,0.56589,0.43659,0.86962,0.98561,1,0.995,0.83933,0.646,0.50323,0.8937,0.00148694,0.00148694,0.00148694
104,84.0679,0.7092,0.51647,0.96432,0.98561,1,0.995,0.83933,0.646,0.50323,0.8937,0.00147783,0.00147783,0.00147783
105,84.8056,0.62754,0.44133,0.8852,0.98934,1,0.995,0.83144,0.68213,0.49134,0.92099,0.00146866,0.00146866,0.00146866
106,85.6017,0.64134,0.43964,0.91664,0.98934,1,0.995,0.83144,0.68213,0.49134,0.92099,0.00145945,0.00145945,0.00145945
107,86.3805,0.6196,0.45862,0.93388,0.99487,1,0.995,0.84535,0.72625,0.51124,0.95265,0.00145019,0.00145019,0.00145019
108,87.1338,0.7089,0.50133,0.98223,0.99487,1,0.995,0.84535,0.72625,0.51124,0.95265,0.00144088,0.00144088,0.00144088
109,87.9699,0.62529,0.4255,0.92915,0.99321,1,0.995,0.84765,0.70189,0.53864,0.94277,0.00143152,0.00143152,0.00143152
110,88.7331,0.67544,0.43328,0.90346,0.99321,1,0.995,0.84765,0.70189,0.53864,0.94277,0.00142212,0.00142212,0.00142212
111,89.5183,0.60668,0.44799,0.87236,0.99275,1,0.995,0.86902,0.66995,0.55699,0.93362,0.00141267,0.00141267,0.00141267
112,90.2993,0.69165,0.4817,0.93511,0.99275,1,0.995,0.86902,0.66995,0.55699,0.93362,0.00140318,0.00140318,0.00140318
113,91.096,0.65133,0.48562,0.93906,0.99406,1,0.995,0.85919,0.65331,0.53132,0.91989,0.00139364,0.00139364,0.00139364
114,91.9502,0.57694,0.40017,0.85594,0.99406,1,0.995,0.85919,0.65331,0.53132,0.91989,0.00138406,0.00138406,0.00138406
115,92.7174,0.57423,0.41863,0.8994,0.99511,1,0.995,0.85157,0.6765,0.49401,0.92088,0.00137444,0.00137444,0.00137444
116,93.5247,0.54398,0.42606,0.85458,0.99511,1,0.995,0.85157,0.6765,0.49401,0.92088,0.00136478,0.00136478,0.00136478
117,94.3325,0.66327,0.49575,0.92373,0.99463,1,0.995,0.81078,0.74618,0.5196,0.93717,0.00135509,0.00135509,0.00135509
118,95.0527,0.631,0.44623,0.8917,0.99463,1,0.995,0.81078,0.74618,0.5196,0.93717,0.00134535,0.00134535,0.00134535
119,95.9264,0.72546,0.47242,0.92641,0.99081,1,0.995,0.82887,0.72849,0.49557,0.92315,0.00133558,0.00133558,0.00133558
120,96.6456,0.71245,0.45935,0.93614,0.99081,1,0.995,0.82887,0.72849,0.49557,0.92315,0.00132577,0.00132577,0.00132577
121,97.4538,0.60175,0.45508,0.91122,0.99007,1,0.995,0.84546,0.66781,0.4606,0.89257,0.00131593,0.00131593,0.00131593
122,98.2304,0.56476,0.42114,0.91806,0.99007,1,0.995,0.84546,0.66781,0.4606,0.89257,0.00130605,0.00130605,0.00130605
123,98.981,0.60735,0.43468,0.93127,0.98486,1,0.995,0.87878,0.62405,0.45234,0.87366,0.00129614,0.00129614,0.00129614
124,99.7451,0.58877,0.42924,0.90351,0.98486,1,0.995,0.87878,0.62405,0.45234,0.87366,0.0012862,0.0012862,0.0012862
125,100.568,0.59652,0.38645,0.89335,0.99121,1,0.995,0.8588,0.61739,0.44971,0.87535,0.00127623,0.00127623,0.00127623
126,101.33,0.62319,0.45378,0.92793,0.99121,1,0.995,0.8588,0.61739,0.44971,0.87535,0.00126623,0.00126623,0.00126623
127,102.161,0.57819,0.40782,0.89452,0.99343,1,0.995,0.86193,0.63647,0.46118,0.87164,0.0012562,0.0012562,0.0012562
128,102.947,0.62931,0.47125,0.87219,0.99343,1,0.995,0.86193,0.63647,0.46118,0.87164,0.00124615,0.00124615,0.00124615
129,103.907,0.65063,0.48377,0.97774,0.98384,1,0.995,0.87562,0.63914,0.48388,0.86489,0.00123607,0.00123607,0.00123607
130,104.689,0.55187,0.38761,0.8546,0.98384,1,0.995,0.87562,0.63914,0.48388,0.86489,0.00122596,0.00122596,0.00122596
131,105.511,0.53057,0.43252,0.88747,0.91955,1,0.995,0.87713,0.62307,0.46061,0.86682,0.00121583,0.00121583,0.00121583
132,106.329,0.5009,0.40703,0.91819,0.91955,1,0.995,0.87713,0.62307,0.46061,0.86682,0.00120568,0.00120568,0.00120568
133,107.127,0.54231,0.4038,0.85681,0.91801,1,0.98885,0.88626,0.59914,0.43049,0.86835,0.00119551,0.00119551,0.00119551
134,107.911,0.54825,0.42183,0.89239,0.91801,1,0.98885,0.88626,0.59914,0.43049,0.86835,0.00118531,0.00118531,0.00118531
135,108.723,0.51771,0.38687,0.88925,0.99478,1,0.995,0.86313,0.61162,0.41813,0.87427,0.0011751,0.0011751,0.0011751
136,109.567,0.58525,0.43028,0.97832,0.99478,1,0.995,0.86313,0.61162,0.41813,0.87427,0.00116487,0.00116487,0.00116487
137,110.379,0.48328,0.38262,0.82876,0.95621,1,0.995,0.8726,0.63763,0.41337,0.8765,0.00115462,0.00115462,0.00115462
138,111.192,0.63329,0.44536,1.02858,0.95621,1,0.995,0.8726,0.63763,0.41337,0.8765,0.00114436,0.00114436,0.00114436
139,112.018,0.4875,0.36843,0.87825,0.97535,1,0.995,0.86159,0.66953,0.41784,0.88052,0.00113408,0.00113408,0.00113408
140,112.818,0.59534,0.52933,0.94769,0.97535,1,0.995,0.86159,0.66953,0.41784,0.88052,0.00112379,0.00112379,0.00112379
141,113.612,0.56062,0.41747,0.93152,0.98477,1,0.995,0.85896,0.6733,0.41842,0.88757,0.00111348,0.00111348,0.00111348
142,114.358,0.58415,0.41523,0.90817,0.98477,1,0.995,0.85896,0.6733,0.41842,0.88757,0.00110317,0.00110317,0.00110317
143,115.17,0.54269,0.40163,0.87858,0.99078,1,0.995,0.86882,0.66795,0.41767,0.89363,0.00109284,0.00109284,0.00109284
144,115.946,0.48634,0.37223,0.86919,0.99078,1,0.995,0.86882,0.66795,0.41767,0.89363,0.00108251,0.00108251,0.00108251
145,116.716,0.54244,0.41692,0.88073,0.99588,1,0.995,0.87736,0.6802,0.44202,0.89889,0.00107216,0.00107216,0.00107216
146,117.516,0.53728,0.45296,0.93098,0.99588,1,0.995,0.87736,0.6802,0.44202,0.89889,0.00106181,0.00106181,0.00106181
147,118.277,0.549,0.39946,0.93621,0.99579,1,0.995,0.87314,0.6989,0.45,0.91058,0.00105146,0.00105146,0.00105146
148,119.057,0.58091,0.41689,0.99964,0.99579,1,0.995,0.87314,0.6989,0.45,0.91058,0.0010411,0.0010411,0.0010411
149,119.868,0.61125,0.45823,0.95382,0.99578,1,0.995,0.84406,0.73282,0.47191,0.93583,0.00103073,0.00103073,0.00103073
150,120.641,0.55683,0.40391,0.89113,0.99578,1,0.995,0.84406,0.73282,0.47191,0.93583,0.00102037,0.00102037,0.00102037
151,121.423,0.46697,0.38115,0.8771,0.99579,1,0.995,0.83237,0.7472,0.46013,0.94151,0.00101,0.00101,0.00101
152,122.175,0.50672,0.40737,0.95313,0.99579,1,0.995,0.83237,0.7472,0.46013,0.94151,0.000999633,0.000999633,0.000999633
153,122.967,0.48195,0.40179,0.91015,0.99598,1,0.995,0.8428,0.72408,0.42635,0.9319,0.000989267,0.000989267,0.000989267
154,123.756,0.53319,0.38897,0.89871,0.99598,1,0.995,0.8428,0.72408,0.42635,0.9319,0.000978903,0.000978903,0.000978903
155,124.564,0.5134,0.35722,0.87314,0.99607,1,0.995,0.83786,0.67699,0.41846,0.90592,0.000968543,0.000968543,0.000968543
156,125.384,0.57713,0.41539,0.94564,0.99607,1,0.995,0.83786,0.67699,0.41846,0.90592,0.000958187,0.000958187,0.000958187
157,126.18,0.54794,0.41711,0.92508,0.99598,1,0.995,0.85846,0.6563,0.43353,0.89924,0.000947837,0.000947837,0.000947837
158,126.976,0.54952,0.40072,0.86067,0.99598,1,0.995,0.85846,0.6563,0.43353,0.89924,0.000937494,0.000937494,0.000937494
159,127.866,0.53613,0.42762,0.91101,0.99579,1,0.995,0.86377,0.66475,0.42629,0.90286,0.000927159,0.000927159,0.000927159
160,128.682,0.55309,0.42981,0.95618,0.99579,1,0.995,0.86377,0.66475,0.42629,0.90286,0.000916833,0.000916833,0.000916833
161,129.478,0.50072,0.36419,0.87185,0.98843,1,0.995,0.87313,0.68205,0.43465,0.90878,0.000906517,0.000906517,0.000906517
162,130.242,0.4988,0.35137,0.83607,0.98843,1,0.995,0.87313,0.68205,0.43465,0.90878,0.000896212,0.000896212,0.000896212
163,131.055,0.51285,0.39796,0.8405,0.99375,1,0.995,0.8594,0.69506,0.43189,0.91497,0.00088592,0.00088592,0.00088592
164,131.857,0.52167,0.45412,0.87828,0.99375,1,0.995,0.8594,0.69506,0.43189,0.91497,0.000875642,0.000875642,0.000875642
165,132.701,0.52146,0.40523,0.95759,0.99488,1,0.995,0.83375,0.69667,0.43626,0.92465,0.000865378,0.000865378,0.000865378
166,133.471,0.48043,0.37441,0.87965,0.99488,1,0.995,0.83375,0.69667,0.43626,0.92465,0.00085513,0.00085513,0.00085513
167,134.261,0.48613,0.3606,0.88051,0.99497,1,0.995,0.84145,0.67049,0.44547,0.91134,0.000844899,0.000844899,0.000844899
168,135.031,0.55803,0.4073,0.90225,0.99497,1,0.995,0.84145,0.67049,0.44547,0.91134,0.000834686,0.000834686,0.000834686
169,135.825,0.59213,0.39536,0.88109,0.99476,1,0.995,0.85765,0.66332,0.44439,0.91099,0.000824492,0.000824492,0.000824492
170,136.645,0.5406,0.3846,0.92654,0.99476,1,0.995,0.85765,0.66332,0.44439,0.91099,0.000814319,0.000814319,0.000814319
171,137.449,0.51793,0.37484,0.88624,0.99538,1,0.995,0.85661,0.67829,0.43043,0.91693,0.000804167,0.000804167,0.000804167
172,138.287,0.479,0.34609,0.84016,0.99538,1,0.995,0.85661,0.67829,0.43043,0.91693,0.000794038,0.000794038,0.000794038
173,139.122,0.45242,0.3561,0.83789,0.99569,1,0.995,0.86248,0.69411,0.43266,0.92965,0.000783933,0.000783933,0.000783933
174,139.933,0.61021,0.44565,0.97777,0.99569,1,0.995,0.86248,0.69411,0.43266,0.92965,0.000773852,0.000773852,0.000773852
175,140.83,0.45719,0.36069,0.92132,0.9963,1,0.995,0.84146,0.72309,0.43941,0.9618,0.000763797,0.000763797,0.000763797
176,141.608,0.51492,0.41758,0.89094,0.9963,1,0.995,0.84146,0.72309,0.43941,0.9618,0.000753769,0.000753769,0.000753769
177,142.392,0.42907,0.33112,0.81782,0.99657,1,0.995,0.80942,0.74151,0.43655,0.97966,0.000743769,0.000743769,0.000743769
178,143.205,0.51954,0.46316,0.93113,0.99657,1,0.995,0.80942,0.74151,0.43655,0.97966,0.000733799,0.000733799,0.000733799
179,143.994,0.4574,0.33365,0.83302,0.9978,1,0.995,0.80125,0.76268,0.45659,0.99794,0.000723859,0.000723859,0.000723859
180,144.736,0.53845,0.45322,0.90721,0.9978,1,0.995,0.80125,0.76268,0.45659,0.99794,0.00071395,0.00071395,0.00071395
181,145.488,0.46074,0.38742,0.90565,0.99943,1,0.995,0.80254,0.75624,0.45754,0.9996,0.000704073,0.000704073,0.000704073
182,146.204,0.47052,0.38705,0.88371,0.99943,1,0.995,0.80254,0.75624,0.45754,0.9996,0.00069423,0.00069423,0.00069423
183,147.073,0.56202,0.40823,0.9222,1,0.99974,0.995,0.80807,0.74378,0.45807,0.99669,0.000684422,0.000684422,0.000684422
184,147.893,0.41321,0.33391,0.87386,1,0.99974,0.995,0.80807,0.74378,0.45807,0.99669,0.000674649,0.000674649,0.000674649
185,148.687,0.48309,0.3677,0.88449,1,0.99946,0.995,0.81974,0.73191,0.45688,0.98645,0.000664914,0.000664914,0.000664914
186,149.413,0.45562,0.33965,0.87225,1,0.99946,0.995,0.81974,0.73191,0.45688,0.98645,0.000655216,0.000655216,0.000655216
187,150.215,0.45198,0.35451,0.86977,0.99952,1,0.995,0.81489,0.72604,0.45947,0.98551,0.000645557,0.000645557,0.000645557
188,150.961,0.41788,0.34005,0.8126,0.99952,1,0.995,0.81489,0.72604,0.45947,0.98551,0.000635938,0.000635938,0.000635938
189,151.924,0.39889,0.34199,0.86698,0.99825,1,0.995,0.82039,0.72677,0.44744,0.98904,0.00062636,0.00062636,0.00062636
190,152.706,0.42241,0.3276,0.88867,0.99825,1,0.995,0.82039,0.72677,0.44744,0.98904,0.000616824,0.000616824,0.000616824
191,153.507,0.41746,0.32247,0.83276,0.99781,1,0.995,0.8325,0.72751,0.44946,0.98353,0.000607331,0.000607331,0.000607331
