epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,84.5131,0.58575,0.50188,0.89917,0.87247,0.93722,0.90971,0.81176,0.47582,0.66052,0.84396,0.00199989,0.00199989,0.00199989
49,86.2759,0.56382,0.49038,0.89437,0.89829,0.9726,0.95106,0.84001,0.46886,0.58082,0.83864,0.00199989,0.00199989,0.00199989
50,88.046,0.53682,0.50229,0.89535,0.90592,1,0.92827,0.83748,0.495,0.61145,0.84389,0.00199988,0.00199988,0.00199988
51,89.6414,0.57306,0.52749,0.91038,0.89169,1,0.94275,0.84842,0.48526,0.56648,0.83857,0.00199988,0.00199988,0.00199988
52,91.2787,0.56627,0.5054,0.8936,0.98618,0.97777,0.99106,0.8908,0.48466,0.50724,0.83464,0.00199987,0.00199987,0.00199987
53,92.8659,0.56763,0.55917,0.90587,0.99671,1,0.995,0.89399,0.49886,0.48132,0.83763,0.00199987,0.00199987,0.00199987
54,94.6947,0.62699,0.55435,0.93358,0.99465,1,0.995,0.90725,0.45964,0.43798,0.82851,0.00199986,0.00199986,0.00199986
55,96.4257,0.5773,0.502,0.89153,0.99617,1,0.995,0.90974,0.43431,0.39036,0.82545,0.00199986,0.00199986,0.00199986
56,98.1229,0.59416,0.51385,0.89112,0.99185,1,0.995,0.9029,0.44287,0.39146,0.8308,0.00199985,0.00199985,0.00199985
57,99.7567,0.53944,0.49787,0.88036,0.9831,1,0.995,0.88976,0.45586,0.39693,0.83323,0.00199985,0.00199985,0.00199985
58,101.349,0.60168,0.49831,0.9211,0.93747,0.9863,0.97974,0.85589,0.48154,0.4173,0.84458,0.00199984,0.00199984,0.00199984
59,102.914,0.58196,0.47382,0.87602,0.93569,1,0.9775,0.85464,0.46283,0.42366,0.84134,0.00199984,0.00199984,0.00199984
60,104.583,0.55635,0.47496,0.87842,0.93938,1,0.97095,0.8681,0.45378,0.42239,0.83459,0.00199983,0.00199983,0.00199983
61,106.162,0.57,0.45193,0.87906,0.94793,0.99761,0.96793,0.85059,0.4669,0.42828,0.83346,0.00199982,0.00199982,0.00199982
62,108.095,0.56581,0.49551,0.89458,0.94795,0.99803,0.97903,0.87588,0.46006,0.41991,0.82977,0.00199982,0.00199982,0.00199982
63,109.692,0.58283,0.4964,0.87254,0.94684,1,0.98004,0.87318,0.46202,0.43203,0.82902,0.00199981,0.00199981,0.00199981
64,111.276,0.55472,0.46428,0.88631,0.95288,1,0.96576,0.86064,0.47321,0.45312,0.83361,0.00199981,0.00199981,0.00199981
65,112.875,0.57496,0.46152,0.91301,0.96728,1,0.96967,0.86562,0.45006,0.44441,0.826,0.0019998,0.0019998,0.0019998
66,114.596,0.57843,0.46142,0.88062,0.92901,1,0.9341,0.82834,0.48805,0.46009,0.84046,0.00199979,0.00199979,0.00199979
67,116.206,0.56319,0.50779,0.92486,0.96907,1,0.96913,0.88116,0.46881,0.43069,0.82968,0.00199979,0.00199979,0.00199979
68,117.798,0.55142,0.47561,0.89174,0.94634,1,0.96542,0.86922,0.43062,0.41472,0.81612,0.00199978,0.00199978,0.00199978
69,119.601,0.57674,0.47768,0.87153,0.94582,1,0.97083,0.87111,0.44375,0.4243,0.82271,0.00199977,0.00199977,0.00199977
70,121.257,0.58429,0.46776,0.92478,0.95219,1,0.97697,0.85985,0.45303,0.39808,0.82639,0.00199977,0.00199977,0.00199977
71,122.857,0.54821,0.46918,0.91061,0.96048,1,0.98412,0.87383,0.43526,0.38615,0.82246,0.00199976,0.00199976,0.00199976
72,124.661,0.61905,0.47557,0.9556,0.97605,1,0.99473,0.89313,0.44445,0.40061,0.82501,0.00199975,0.00199975,0.00199975
73,126.439,0.57844,0.4603,0.87624,0.99281,1,0.995,0.89601,0.44523,0.40882,0.82641,0.00199975,0.00199975,0.00199975
74,128.215,0.60319,0.46755,0.94038,0.99755,1,0.995,0.90628,0.41574,0.36442,0.82652,0.00199974,0.00199974,0.00199974
75,129.861,0.52422,0.4424,0.88002,0.99805,1,0.995,0.90405,0.42792,0.35824,0.82541,0.00199973,0.00199973,0.00199973
76,131.518,0.521,0.43917,0.89376,1,0.99991,0.995,0.89883,0.42385,0.34696,0.82047,0.00199973,0.00199973,0.00199973
77,133.242,0.54399,0.46103,0.88304,0.99973,1,0.995,0.90738,0.42226,0.33999,0.82003,0.00199972,0.00199972,0.00199972
78,135.032,0.54544,0.46162,0.89424,0.99764,1,0.995,0.90641,0.45412,0.36403,0.83063,0.00199971,0.00199971,0.00199971
79,136.686,0.59046,0.44193,0.89267,0.98894,0.9863,0.99486,0.90612,0.43953,0.37309,0.83257,0.0019997,0.0019997,0.0019997
80,138.429,0.56749,0.47655,0.96545,0.94388,0.9863,0.98135,0.90233,0.43201,0.38078,0.83461,0.0019997,0.0019997,0.0019997
81,140.161,0.54571,0.46114,0.88982,0.98107,0.9863,0.99145,0.90904,0.44966,0.38823,0.83246,0.00199969,0.00199969,0.00199969
82,141.89,0.5886,0.46233,0.88463,0.99601,0.9863,0.99473,0.90422,0.42177,0.3844,0.81853,0.00199968,0.00199968,0.00199968
83,143.414,0.53659,0.45767,0.86921,0.98648,0.9998,0.99486,0.90154,0.44697,0.40179,0.82381,0.00199967,0.00199967,0.00199967
84,144.969,0.61107,0.52399,0.95273,0.99703,0.9863,0.99486,0.89391,0.46675,0.43967,0.82972,0.00199966,0.00199966,0.00199966
85,146.452,0.58778,0.46456,0.88803,0.99748,1,0.995,0.90365,0.43782,0.44246,0.82454,0.00199966,0.00199966,0.00199966
86,147.996,0.5157,0.45166,0.86097,1,0.98564,0.995,0.89603,0.44834,0.43159,0.83007,0.00199965,0.00199965,0.00199965
87,149.691,0.54561,0.46128,0.89507,1,0.99138,0.995,0.89723,0.45647,0.42678,0.8282,0.00199964,0.00199964,0.00199964
88,151.421,0.59699,0.56067,0.91725,0.99724,1,0.995,0.90509,0.46052,0.41423,0.82511,0.00199963,0.00199963,0.00199963
89,153.082,0.55615,0.44372,0.87597,0.99636,1,0.995,0.89328,0.47776,0.42339,0.82791,0.00199962,0.00199962,0.00199962
90,154.83,0.5821,0.47704,0.9146,0.99735,1,0.995,0.89927,0.47765,0.41474,0.83732,0.00199961,0.00199961,0.00199961
91,156.533,0.59569,0.47511,0.91317,0.99571,1,0.995,0.88561,0.48897,0.43144,0.84311,0.0019996,0.0019996,0.0019996
92,158.103,0.52681,0.48367,0.85882,0.98085,1,0.98716,0.8792,0.47887,0.43138,0.83761,0.0019996,0.0019996,0.0019996
93,159.701,0.58576,0.50865,0.84435,0.98262,1,0.98568,0.88106,0.46191,0.41372,0.82964,0.00199959,0.00199959,0.00199959
94,161.317,0.55332,0.47282,0.89784,0.98721,0.9726,0.99473,0.90227,0.42813,0.40357,0.82541,0.00199958,0.00199958,0.00199958
95,162.894,0.54708,0.4573,0.92651,0.95348,1,0.99328,0.9052,0.40895,0.38249,0.82312,0.00199957,0.00199957,0.00199957
96,164.445,0.51581,0.47945,0.90836,0.97019,1,0.99084,0.90655,0.41562,0.38331,0.8258,0.00199956,0.00199956,0.00199956
97,165.951,0.57638,0.49303,0.94042,0.97073,1,0.98817,0.90007,0.4372,0.38415,0.82778,0.00199955,0.00199955,0.00199955
98,167.492,0.51224,0.42572,0.9049,0.9731,0.99121,0.99049,0.91088,0.40374,0.3619,0.81381,0.00199954,0.00199954,0.00199954
99,169.023,0.54941,0.42679,0.90413,0.95759,1,0.99031,0.91211,0.41008,0.36769,0.81406,0.00199953,0.00199953,0.00199953
100,170.709,0.53674,0.43939,0.93829,1,0.98616,0.99473,0.90834,0.42838,0.3722,0.81607,0.00199952,0.00199952,0.00199952
101,172.239,0.53214,0.46166,0.90667,0.98594,0.9863,0.99393,0.92023,0.40774,0.34931,0.81195,0.00199951,0.00199951,0.00199951
102,173.732,0.54434,0.45655,0.86074,1,0.99571,0.995,0.93273,0.40857,0.34158,0.81812,0.0019995,0.0019995,0.0019995
103,175.28,0.54833,0.4529,0.91402,0.98174,1,0.99486,0.92991,0.43379,0.35075,0.8265,0.00199949,0.00199949,0.00199949
104,176.772,0.55481,0.43398,0.88325,1,0.99485,0.995,0.92479,0.42061,0.35354,0.82465,0.00199948,0.00199948,0.00199948
105,178.264,0.56014,0.46425,0.94608,1,0.99905,0.995,0.92576,0.40375,0.35323,0.82158,0.00199947,0.00199947,0.00199947
106,179.752,0.53943,0.40162,0.86437,0.98601,1,0.995,0.92291,0.41955,0.37754,0.82444,0.00199946,0.00199946,0.00199946
107,181.224,0.59143,0.46108,0.90683,0.99898,1,0.995,0.92188,0.41469,0.39236,0.82087,0.00199945,0.00199945,0.00199945
108,182.703,0.54607,0.46917,0.92149,0.99546,1,0.995,0.90401,0.42453,0.38474,0.8203,0.00199944,0.00199944,0.00199944
109,184.343,0.62445,0.48183,0.90113,0.99708,1,0.995,0.89947,0.44023,0.37702,0.82285,0.00199943,0.00199943,0.00199943
110,185.923,0.54486,0.43002,0.8504,0.99813,0.9863,0.99486,0.9055,0.43674,0.38214,0.82445,0.00199942,0.00199942,0.00199942
111,187.491,0.55882,0.45089,0.92391,1,0.99624,0.995,0.91289,0.41155,0.36424,0.81805,0.00199941,0.00199941,0.00199941
112,189.11,0.56608,0.49416,0.93233,0.99937,1,0.995,0.93346,0.40577,0.34334,0.81289,0.0019994,0.0019994,0.0019994
113,190.594,0.6141,0.49468,0.94771,1,0.99852,0.995,0.92126,0.40264,0.34314,0.81243,0.00199939,0.00199939,0.00199939
114,192.073,0.49602,0.42227,0.88426,1,0.99668,0.995,0.90861,0.38098,0.34766,0.8148,0.00199938,0.00199938,0.00199938
115,193.655,0.49166,0.44524,0.93572,0.98438,1,0.995,0.91137,0.39492,0.34248,0.81678,0.00199937,0.00199937,0.00199937
116,195.132,0.49625,0.40145,0.86602,0.97892,1,0.99378,0.91316,0.40887,0.36167,0.81632,0.00199935,0.00199935,0.00199935
117,196.598,0.51799,0.41122,0.87599,0.972,1,0.99486,0.92312,0.40064,0.37656,0.81396,0.00199934,0.00199934,0.00199934
118,198.065,0.49414,0.42703,0.88093,0.98331,1,0.99486,0.93627,0.39102,0.35573,0.81192,0.00199933,0.00199933,0.00199933
119,199.643,0.51271,0.43598,0.89266,0.99329,1,0.995,0.93083,0.39815,0.34828,0.81042,0.00199932,0.00199932,0.00199932
120,201.137,0.58213,0.45888,0.91561,0.99654,1,0.995,0.92027,0.40743,0.35152,0.8119,0.00199931,0.00199931,0.00199931
121,202.626,0.53779,0.41183,0.89663,0.99932,1,0.995,0.91526,0.41215,0.3491,0.81274,0.0019993,0.0019993,0.0019993
122,204.123,0.57013,0.43012,0.9011,0.99971,1,0.995,0.9287,0.42043,0.35664,0.81754,0.00199928,0.00199928,0.00199928
123,205.697,0.50303,0.4262,0.8745,1,0.99929,0.995,0.91747,0.4214,0.34726,0.81925,0.00199927,0.00199927,0.00199927
124,207.172,0.51937,0.45046,0.87511,1,0.99712,0.995,0.93333,0.40425,0.32919,0.81523,0.00199926,0.00199926,0.00199926
125,208.662,0.49343,0.43461,0.88316,0.99827,1,0.995,0.93531,0.39257,0.32677,0.81089,0.00199925,0.00199925,0.00199925
126,210.133,0.50728,0.42641,0.87753,0.9973,1,0.995,0.92811,0.38549,0.34046,0.80899,0.00199924,0.00199924,0.00199924
127,211.629,0.46431,0.39564,0.86589,0.9848,1,0.99486,0.92389,0.38566,0.34897,0.80825,0.00199922,0.00199922,0.00199922
128,213.211,0.50865,0.40548,0.89823,0.98509,1,0.99446,0.92459,0.40798,0.35599,0.81296,0.00199921,0.00199921,0.00199921
129,214.838,0.54325,0.42063,0.86564,0.9852,1,0.99432,0.91442,0.43135,0.35332,0.8186,0.0019992,0.0019992,0.0019992
130,216.605,0.49171,0.42054,0.86958,0.99065,1,0.995,0.91285,0.40608,0.33922,0.81518,0.00199919,0.00199919,0.00199919
131,218.146,0.53443,0.42044,0.85236,0.99916,1,0.995,0.91098,0.42593,0.34563,0.82089,0.00199917,0.00199917,0.00199917
132,219.611,0.58209,0.49273,0.90093,1,0.9991,0.995,0.90542,0.45108,0.35919,0.82372,0.00199916,0.00199916,0.00199916
133,221.148,0.53814,0.43857,0.8604,1,0.99856,0.995,0.91023,0.44682,0.36116,0.82684,0.00199915,0.00199915,0.00199915
134,222.635,0.49874,0.41301,0.89841,0.99652,1,0.995,0.91536,0.40812,0.37033,0.82025,0.00199914,0.00199914,0.00199914
135,224.059,0.50778,0.41664,0.87494,0.9966,1,0.995,0.91745,0.40821,0.36328,0.81932,0.00199912,0.00199912,0.00199912
136,225.604,0.4935,0.39861,0.87676,0.9971,1,0.995,0.91911,0.39417,0.34561,0.81336,0.00199911,0.00199911,0.00199911
137,227.087,0.63411,0.47282,0.98979,0.99786,1,0.995,0.92675,0.39452,0.34025,0.81191,0.0019991,0.0019991,0.0019991
138,228.596,0.51435,0.39962,0.91109,0.99741,1,0.995,0.92934,0.37772,0.33174,0.80547,0.00199908,0.00199908,0.00199908
139,230.178,0.51915,0.40846,0.88734,0.99784,1,0.995,0.93019,0.37665,0.32578,0.80653,0.00199907,0.00199907,0.00199907
140,231.684,0.50862,0.4057,0.90478,1,0.99942,0.995,0.92402,0.40231,0.33221,0.81367,0.00199906,0.00199906,0.00199906
141,233.162,0.53867,0.42275,0.90033,0.98033,0.9863,0.99473,0.92543,0.40648,0.33947,0.81487,0.00199904,0.00199904,0.00199904
142,234.718,0.53404,0.40641,0.89621,0.99813,1,0.995,0.92473,0.38492,0.31865,0.80392,0.00199903,0.00199903,0.00199903
143,236.233,0.4648,0.38214,0.84977,0.9988,1,0.995,0.93774,0.3644,0.30992,0.79948,0.00199902,0.00199902,0.00199902
144,237.754,0.51903,0.39843,0.89341,0.98605,1,0.995,0.93476,0.36738,0.32685,0.79823,0.001999,0.001999,0.001999
145,239.21,0.52403,0.41546,0.86583,0.9854,1,0.98689,0.92363,0.38365,0.34019,0.80006,0.00199899,0.00199899,0.00199899
146,240.749,0.52726,0.41453,0.88691,0.98527,1,0.99378,0.92792,0.39804,0.34404,0.80674,0.00199897,0.00199897,0.00199897
147,242.18,0.47405,0.41284,0.90583,0.99883,1,0.995,0.93393,0.39285,0.33603,0.80724,0.00199896,0.00199896,0.00199896
148,243.777,0.50507,0.41244,0.88195,0.99893,1,0.995,0.93513,0.40349,0.34757,0.80794,0.00199894,0.00199894,0.00199894
149,245.431,0.46631,0.40314,0.87769,0.98895,1,0.995,0.93852,0.39098,0.33403,0.8035,0.00199893,0.00199893,0.00199893
150,247.042,0.52585,0.43535,0.88606,0.99832,1,0.995,0.93683,0.38452,0.33532,0.80183,0.00199892,0.00199892,0.00199892
151,248.491,0.48904,0.39947,0.86981,0.99857,1,0.995,0.93244,0.38818,0.35159,0.8056,0.0019989,0.0019989,0.0019989
152,249.975,0.45693,0.3879,0.83873,0.99826,1,0.995,0.93596,0.37987,0.34317,0.80629,0.00199889,0.00199889,0.00199889
153,251.466,0.50375,0.39617,0.86546,0.9985,1,0.995,0.94011,0.36786,0.32333,0.80487,0.00199887,0.00199887,0.00199887
154,252.979,0.49622,0.38333,0.88122,0.99896,1,0.995,0.9494,0.34968,0.30969,0.7975,0.00199886,0.00199886,0.00199886
155,254.452,0.47762,0.37264,0.83863,0.99902,1,0.995,0.94852,0.36033,0.30856,0.79762,0.00199884,0.00199884,0.00199884
156,255.897,0.47431,0.3614,0.85963,0.99898,1,0.995,0.93358,0.3794,0.30874,0.80294,0.00199883,0.00199883,0.00199883
157,257.419,0.49838,0.39303,0.89523,0.99883,1,0.995,0.93958,0.3878,0.31294,0.80476,0.00199881,0.00199881,0.00199881
158,258.92,0.47925,0.38951,0.83899,0.99824,1,0.995,0.94556,0.37944,0.31682,0.80321,0.0019988,0.0019988,0.0019988
159,260.464,0.49287,0.37772,0.85274,0.99832,1,0.995,0.92873,0.39887,0.33311,0.8067,0.00199878,0.00199878,0.00199878
160,261.909,0.50285,0.38421,0.85233,0.99807,1,0.995,0.92142,0.39644,0.33641,0.80613,0.00199877,0.00199877,0.00199877
161,263.392,0.50472,0.41984,0.87049,0.99683,1,0.995,0.91936,0.39249,0.33567,0.8037,0.00199875,0.00199875,0.00199875
162,264.865,0.47248,0.38687,0.87163,0.98528,1,0.98216,0.91739,0.39146,0.35315,0.80857,0.00199873,0.00199873,0.00199873
163,266.374,0.43876,0.40084,0.86412,0.97017,1,0.9718,0.90512,0.38183,0.34094,0.80846,0.00199872,0.00199872,0.00199872
164,267.784,0.47004,0.37891,0.83819,0.97173,1,0.98541,0.91678,0.36611,0.32772,0.80531,0.0019987,0.0019987,0.0019987
165,269.269,0.49065,0.37364,0.8797,0.98483,1,0.98338,0.92316,0.35538,0.31657,0.80106,0.00199869,0.00199869,0.00199869
166,270.796,0.45417,0.37137,0.81613,0.98532,1,0.98216,0.93001,0.35718,0.33501,0.80161,0.00199867,0.00199867,0.00199867
167,272.237,0.43788,0.34784,0.83724,0.98534,1,0.98216,0.92601,0.36905,0.34609,0.80359,0.00199865,0.00199865,0.00199865
168,273.869,0.44254,0.37391,0.85876,0.97232,1,0.96967,0.92138,0.37366,0.34664,0.80429,0.00199864,0.00199864,0.00199864
169,275.81,0.50685,0.42545,0.90294,0.97248,1,0.96967,0.92552,0.36491,0.32947,0.80241,0.00199862,0.00199862,0.00199862
170,277.5,0.46997,0.38701,0.86247,0.9724,1,0.97073,0.91622,0.36729,0.32359,0.8007,0.0019986,0.0019986,0.0019986
171,279.183,0.45891,0.38222,0.86096,0.97208,1,0.96913,0.91361,0.36567,0.32191,0.80252,0.00199859,0.00199859,0.00199859
172,280.849,0.49871,0.38518,0.85017,0.97162,1,0.96913,0.91278,0.36231,0.3308,0.80306,0.00199857,0.00199857,0.00199857
173,282.432,0.45449,0.38291,0.85408,0.97118,1,0.96913,0.90571,0.36564,0.33706,0.80263,0.00199856,0.00199856,0.00199856
174,284.159,0.46028,0.38184,0.86346,0.96686,1,0.96967,0.90108,0.37736,0.34223,0.80747,0.00199854,0.00199854,0.00199854
175,285.895,0.44917,0.39511,0.86574,0.95764,1,0.982,0.91687,0.36694,0.32703,0.80686,0.00199852,0.00199852,0.00199852
176,287.729,0.48213,0.3648,0.86835,0.98197,1,0.99297,0.94604,0.34926,0.31813,0.79866,0.0019985,0.0019985,0.0019985
177,289.34,0.50672,0.41598,0.91995,0.98555,1,0.995,0.95198,0.34636,0.31088,0.79599,0.00199849,0.00199849,0.00199849
178,291.049,0.4938,0.38913,0.88748,1,0.99842,0.995,0.95056,0.33868,0.3007,0.79579,0.00199847,0.00199847,0.00199847
179,292.699,0.49312,0.38539,0.89099,0.99823,1,0.995,0.95107,0.34525,0.29729,0.79665,0.00199845,0.00199845,0.00199845
180,294.278,0.42946,0.35312,0.84113,0.99401,1,0.995,0.94903,0.35426,0.30388,0.79919,0.00199844,0.00199844,0.00199844
181,295.926,0.44194,0.38565,0.8842,0.98283,1,0.99486,0.94666,0.35009,0.3102,0.79959,0.00199842,0.00199842,0.00199842
182,297.502,0.44521,0.3681,0.85278,0.97183,1,0.99252,0.93539,0.36091,0.32881,0.80808,0.0019984,0.0019984,0.0019984
183,299.1,0.45105,0.38673,0.86023,0.95815,1,0.98743,0.92965,0.3601,0.32435,0.81008,0.00199838,0.00199838,0.00199838
184,300.711,0.43556,0.38042,0.87902,0.96587,1,0.98753,0.92403,0.36286,0.33416,0.80853,0.00199836,0.00199836,0.00199836
185,302.288,0.44538,0.37057,0.87271,0.95996,1,0.99324,0.91891,0.37182,0.32989,0.8092,0.00199835,0.00199835,0.00199835
186,304.075,0.53557,0.41421,0.88896,0.98648,1,0.99486,0.92841,0.39328,0.32194,0.80711,0.00199833,0.00199833,0.00199833
187,305.833,0.48579,0.37251,0.85694,0.98647,0.99891,0.99486,0.93687,0.38611,0.32607,0.80424,0.00199831,0.00199831,0.00199831
188,307.577,0.46137,0.36243,0.8528,0.99761,0.9863,0.99473,0.94485,0.38313,0.32817,0.80691,0.00199829,0.00199829,0.00199829
189,309.149,0.48884,0.3988,0.84852,0.98647,0.99872,0.99486,0.94091,0.38681,0.32899,0.81014,0.00199827,0.00199827,0.00199827
190,310.821,0.4858,0.39254,0.85539,0.98648,0.99964,0.99486,0.93879,0.36294,0.31244,0.80039,0.00199826,0.00199826,0.00199826
191,312.338,0.48413,0.4183,0.90073,0.98647,0.99889,0.99365,0.93168,0.37435,0.31827,0.80056,0.00199824,0.00199824,0.00199824
192,313.865,0.49185,0.39388,0.85699,0.99649,0.9863,0.99473,0.92789,0.37931,0.33695,0.7982,0.00199822,0.00199822,0.00199822
